doc_id,old_url,prop_full_url,action,category,fern_file
5da1e93c-7fa0-4996-aee2-f90e0386e80c,/platform/basics/guides/technical-troubleshooting/creating-a-publically-exposed-webhook,/platform/basics/creating-a-publically-exposed-webhook,redirect,matched_changed,platform/pages/platform/basics/guides/technical-troubleshooting/creating-a-publically-exposed-webhook-and-configure-it-to-your-incoming-number/index.mdx
a1c382ef-352d-4b14-9d38-bce2e43bc92b,/platform/basics/guides/technical-troubleshooting/how-to-test-webhooks-with-ngrok,/platform/basics/how-to-test-with-ngrok,redirect,matched_changed,platform/pages/platform/basics/guides/technical-troubleshooting/how-to-test-webhooks-with-ngrok/index.mdx
9bada449-b002-4267-99a3-e7a4a944982a,/platform/basics/guides/webrtc-with-sip-over-websockets,/platform/basics/webrtc-with-sip-over-websockets,redirect,matched_changed,platform/pages/platform/basics/guides/webrtc-with-sip-over-websockets/index.mdx
012e3be6-4b5b-4d54-85ea-5621cfc89f8d,/platform/basics/security-and-compliance/fraud,/platform/basics/fraud,redirect,matched_changed,platform/pages/platform/basics/security-and-compliance/fraud.mdx
27e209b9-963d-4b85-9ff0-caefce40a7f3,/platform/basics/security-and-compliance/hipaapci-compliance,/platform/basics/hipaapci-compliance,redirect,matched_changed,platform/pages/platform/basics/security-and-compliance/hipaapci-compliance.mdx
f81b7204-fcea-45c7-afa6-b7915e645639,/platform/call-fabric,,no_action,matched_same,platform/pages/platform/call-fabric/overview.mdx
7844e388-76e9-41d9-b127-0dbccd121b67,/platform/call-fabric/resources/ai-agents,/platform/call-fabric/ai-agents,redirect,matched_changed,platform/pages/platform/call-fabric/resources/ai-agents.mdx
9404c083-360c-4b32-b670-d709bfe2af97,/platform/call-fabric/resources/cxml-scripts,/compatibility-api/call-fabric/cxml-scripts,redirect,matched_changed,platform/pages/platform/call-fabric/resources/cxml-scripts.mdx
a6d53a6b-f310-4d4b-baa5-52004d614b0b,/platform/call-fabric/resources/dialogflow-agents,/platform/call-fabric/dialogflow-agents,redirect,matched_changed,platform/pages/platform/call-fabric/resources/dialogflow-agents.mdx
96d35be3-8fc1-49bd-9684-088fc93e4331,/platform/call-fabric/resources/freeswitch-connectors,/platform/call-fabric/freeswitch-connectors,redirect,matched_changed,platform/pages/platform/call-fabric/resources/freeswitch-connectors.mdx
147c3d56-2191-43ac-a39a-47a2f36b2abc,/platform/call-fabric/resources/relay-applications,/platform/call-fabric/relay-applications,redirect,matched_changed,platform/pages/platform/call-fabric/resources/relay-applications.mdx
5ff87c4e-21cd-4a31-8053-063ef39e3964,/platform/call-fabric/resources/sip-gateways,/platform/call-fabric/sip-gateways,redirect,matched_changed,platform/pages/platform/call-fabric/resources/sip-gateways.mdx
59b53960-4461-42e2-83a5-5706fbd84767,/platform/call-fabric/resources/subscribers,/platform/call-fabric/resources-subscribers,redirect,matched_changed,platform/pages/platform/call-fabric/resources/subscribers.mdx
3f4bb5d0-047a-445b-9fb4-60beb5a11607,/platform/call-fabric/resources/swml-scripts,/swml,redirect,matched_changed,platform/pages/platform/call-fabric/resources/swml-scripts.mdx
2b4c41f3-6ad8-4887-a8dc-19650508c03d,/platform/call-fabric/resources/video-rooms,/platform/call-fabric/video-rooms,redirect,matched_changed,platform/pages/platform/call-fabric/resources/video-rooms.mdx
191bb414-d758-490d-9c38-7abdf10f3ec4,/platform/calling/ai/get-started/_ai-swml-get-started,,redirect,known_deleted,platform/pages/calling/ai/get-started/_ai-swml-get-started.mdx
0d26392b-1155-4aa7-917b-9433cbde429b,/platform/calling/ai/get-started/getting-started-with-swaig/_index,,redirect,known_deleted,platform/pages/calling/ai/get-started/getting-started-with-swaig/_index.mdx
4156c9d6-0257-4a20-8cc8-3f18aa9548e4,/platform/calling/video/guides/_react/getting-started-video-api-react,,gone,known_deleted,platform/pages/calling/video/guides/_react/getting-started-video-api-react/index.mdx
ebb9f6b1-96b9-40a4-8676-6d2390166e40,/platform/calling/video/guides/_react/getting-started-video-api-react-native,,gone,known_deleted,platform/pages/calling/video/guides/_react/getting-started-video-api-react-native/index.mdx
a975c05c-fccc-4408-a4b8-7bc60a066070,/platform/calling/video/guides/_react/using-events-in-react-and-react-native,,gone,known_deleted,platform/pages/calling/video/guides/_react/using-events-in-react-and-react-native/index.mdx
2d9eba4a-4326-4551-a88a-db37f39034bf,/platform/calling/video/guides/_react/using-hooks-to-track-call-state,,gone,known_deleted,platform/pages/calling/video/guides/_react/using-hooks-to-track-call-state/index.mdx
a9366853-7014-4153-9142-e2331aba7ccf,/platform/dashboard,,no_action,matched_same,platform/pages/platform/dashboard/overview.mdx
86bfb433-5c22-4a8b-9060-aa2e3dcd0dba,/platform/dashboard/billing,,no_action,matched_same,platform/pages/platform/dashboard/billing/index.mdx
a32636f9-d78f-4da7-b868-00171abcdfcf,/platform/dashboard/guides/changing-settings-in-your-signalwire-space,,redirect,matched_changed,platform/pages/platform/dashboard/administration/change-settings/index.mdx
aeebd2bd-9690-4c89-bbfc-0bf98be35391,/platform/dashboard/guides/closing-a-signalwire-account,,redirect,matched_changed,platform/pages/platform/dashboard/administration/close-account/index.mdx
f7ad4b1e-4d15-4244-a054-a4100871c5a4,/platform/dashboard/guides/export-logs-from-your-signalwire-space,,redirect,matched_changed,platform/pages/platform/dashboard/logs/index.mdx
105be8c0-37f5-45de-a1e1-94af8641d631,/platform/dashboard/guides/how-to-request-an-increase-to-your-signalwire-space-limits,/platform/dashboard/space-limits,redirect,matched_changed,platform/pages/platform/dashboard/administration/increase-space-limits.mdx
7ab026b1-f2da-4da3-8693-c15efd79c424,/platform/dashboard/guides/subprojects,,redirect,matched_changed,platform/pages/platform/dashboard/administration/subprojects/index.mdx
aba4f709-c3d4-4f0b-90ec-9dfbfd5db45b,/platform/dashboard/guides/suspended-signalwire-cloud-space,,redirect,matched_changed,platform/pages/platform/dashboard/administration/suspended-signalwire-cloud-space/index.mdx
643a5efb-9c59-48a9-b6a1-730605d23a22,/platform/dashboard/guides/user-management,,redirect,matched_changed,platform/pages/platform/dashboard/administration/users/index.mdx
bf4654a7-56d0-43ee-8162-6e779570b6bb,/platform/integrations/carriers/thinq,,redirect,matched_changed,platform/pages/platform/integrations/carriers/bring-your-own-carrier-byoc-thinq/index.mdx
26acce14-7ee9-47ed-b5e6-4df839ed36eb,/platform/integrations/crm/zoho-crm-click-to-call,,redirect,matched_changed,platform/pages/platform/integrations/CRM/zoho-crm-click-to-call/index.mdx
2c3cdfb7-ed54-477f-a48c-45fd3e9fd82c,/platform/integrations/dialogflow/dialogflow-agents,,redirect,matched_changed,platform/pages/platform/integrations/dialogflow/dialogflow-agents/index.mdx
6126d0d3-39e6-4cea-a070-8ddf822f576b,/platform/integrations/dialogflow/dialogflow-using-nodejs-to-get-caller-id-send-sms,,redirect,matched_changed,platform/pages/platform/integrations/dialogflow/dialogflow-using-nodejs-to-get-caller-id-send-sms.mdx
d4238bf0-1ca2-449b-9a25-1c1d90ba6715,/platform/integrations/freeswitch/choosing-a-freeswitch-repository,,redirect,matched_changed,platform/pages/platform/integrations/FreeSWITCH/choosing-a-freeswitch-repository.mdx
46e6f58e-1c10-43d2-b983-b714b1aa1f41,/platform/integrations/freeswitch/freeswitch-crash-getting-a-backtrace-from-a-core-dump,,redirect,matched_changed,platform/pages/platform/integrations/FreeSWITCH/freeswitch-crash-getting-a-backtrace-from-a-core-dump.mdx
49e96d5c-02c5-4a9f-95ea-01dd7055e431,/platform/integrations/freeswitch/freeswitch-memory-address-and-memory-pool-sanitizer,,redirect,matched_changed,platform/pages/platform/integrations/FreeSWITCH/freeswitch-memory-address-and-memory-pool-sanitizer.mdx
b961d125-20e2-43bb-89db-ba2ab2b0ab32,/platform/integrations/messaging-services/textable,,redirect,matched_changed,platform/pages/platform/integrations/messaging-services/how-to-configure-textable-app-with-your-signalwire-account/index.mdx
5e69f7c2-629c-4c62-a1df-3463c2f1d9e7,/platform/integrations/messaging-services/textit,,redirect,matched_changed,platform/pages/platform/integrations/messaging-services/textit/index.mdx
0aaf10e0-7c15-47ab-8298-dc774c65d19f,/platform/integrations/pbx-systems/set-up-chan-sip-freepbx-with-signalwire,/platform/freepbx,redirect,matched_changed,platform/pages/platform/integrations/PBX-Systems/set-up-chan_sip-freepbx-with-signalwire/index.mdx
da035caa-39a9-41d1-8132-0ad205d30cdf,/platform/integrations/serverless-functions/google-cloud-functions,,redirect,matched_changed,platform/pages/platform/integrations/serverless-functions/google-cloud-functions.mdx
1eb3fbed-0873-4027-9fb8-c5e85d8f72df,/platform/integrations/serverless-functions/microsoft-azure-functions,,redirect,matched_changed,platform/pages/platform/integrations/serverless-functions/microsoft-azure-functions.mdx
ec6711d2-882f-47cb-8493-eb1403c50fa0,/platform/integrations/softphones/connect-signalwire-with-3cx,,redirect,matched_changed,platform/pages/platform/integrations/softphones/connect-signalwire-with-3cx/index.mdx
06b699ed-0f2b-411b-9983-af03f04eec0c,/platform/integrations/softphones/connect-signalwire-with-linphone,,redirect,matched_changed,platform/pages/platform/integrations/softphones/connect-signalwire-with-linphone/index.mdx
e39a5980-fec2-4dcf-9234-088a01f33c2f,/platform/integrations/softphones/microsip-softphone,,redirect,matched_changed,platform/pages/platform/integrations/softphones/microsip-softphone/index.mdx
a0b4a525-8f1a-4147-94b9-c3f15bc53597,/platform/integrations/softphones/set-up-bria-softphone-with-signalwire,,redirect,matched_changed,platform/pages/platform/integrations/softphones/set-up-bria-softphone-with-signalwire.mdx
7328278d-a30d-4f27-ac99-835f1ce1ab0d,/platform/integrations/softphones/set-up-zoiper-softphone-with-signalwire,,redirect,matched_changed,platform/pages/platform/integrations/softphones/set-up-zoiper-softphone-with-signalwire/index.mdx
a0ce48b5-e11a-48db-929e-7c50522111fa,/platform/integrations/workflow-tools/how-to-integrate-signalwire-into-integromat,,redirect,matched_changed,platform/pages/platform/integrations/workflow-tools/how-to-integrate-signalwire-into-integromat/index.mdx
c0a4410f-7d37-4d2f-b6a9-fd2411ffc0e3,/platform/integrations/workflow-tools/zapier/creating-a-zapier-zap,,redirect,matched_changed,platform/pages/platform/integrations/workflow-tools/zapier/creating-a-zap/index.mdx
5cfb029a-ec1e-4583-b365-7db4953d6518,/platform/integrations/workflow-tools/zapier/how-to-use-zapier-webhooks,,redirect,matched_changed,platform/pages/platform/integrations/workflow-tools/zapier/use-webhooks-by-zapier-with-signalwires-apis/index.mdx
af251f3f-577c-494a-9ff8-4a7b1843d8d2,/platform/phone-numbers/getting-started,/platform/phone-numbers,review,uncertain,platform/pages/calling/video/get-started/index.mdx
5f355572-1731-43c9-930b-d8070dd6296f,/platform/phone-numbers/getting-started/buying-a-phone-number,/platform/phone-numbers,redirect,matched_changed,platform/pages/platform/phone-numbers/getting-started/buying-a-phone-number/index.mdx
75a3691a-5e65-4b48-9b6f-45f31259abc9,/platform/phone-numbers/guides/caller-id,,redirect,matched_changed,platform/pages/platform/phone-numbers/guides/caller-id.mdx
84a01d37-b247-456a-a4cf-5645fc10f1ee,/platform/phone-numbers/guides/number-groups,,redirect,matched_changed,platform/pages/platform/phone-numbers/guides/number-groups.mdx
1bb80115-6d15-48e8-ba28-07470ebd2327,/platform/phone-numbers/guides/porting-out-of-signalwire,,redirect,matched_changed,platform/pages/platform/phone-numbers/guides/porting-out-of-signalwire.mdx
5c76a7c1-a87c-41f3-9587-39d8a2195db9,/platform/phone-numbers/guides/releasing-dids,,redirect,matched_changed,platform/pages/platform/phone-numbers/guides/releasing-dids-1.mdx
c836f85c-b0b9-450a-b190-29240dfa3024,/platform/phone-numbers/guides/status-callbacks/10dlc-tcr-status-callbacks,,redirect,known_deleted,platform/pages/platform/phone-numbers/guides/status-callbacks/10dlc-tcr-status-callbacks.mdx
34708ec3-5b24-4c5c-bcb4-f9e972a56cd4,/platform/phone-numbers/guides/status-callbacks/inbound-calls-status-callbacks,,redirect,known_deleted,platform/pages/platform/phone-numbers/guides/status-callbacks/inbound-calls-status-callbacks.mdx
a23699bb-3d5d-41df-8fe4-6ac5f0042aac,/platform/phone-numbers/guides/status-callbacks/overview,,redirect,known_deleted,platform/pages/platform/phone-numbers/guides/status-callbacks/overview.mdx
6f1523f4-f047-42ab-ba81-73d31c1d2001,/platform/phone-numbers/guides/status-callbacks/recording-status-callbacks,,redirect,known_deleted,platform/pages/platform/phone-numbers/guides/status-callbacks/recording-status-callbacks.mdx
25c63841-fd23-4bc7-91d6-6f1e439eadc8,/platform/phone-numbers/guides/status-callbacks/sms-status-callbacks,,redirect,known_deleted,platform/pages/platform/phone-numbers/guides/status-callbacks/sms-status-callbacks.mdx
9c9ca292-6ed4-40b5-a21b-a250814e7da4,/platform/phone-numbers/guides/status-callbacks/transcription-status-callbacks,,redirect,known_deleted,platform/pages/platform/phone-numbers/guides/status-callbacks/transcription-status-callbacks.mdx
e9a4e8f4-6032-4e29-95f4-84daa860780d,/platform/phone-numbers/guides/status-callbacks/voice-status-callbacks,,redirect,known_deleted,platform/pages/platform/phone-numbers/guides/status-callbacks/voice-status-callbacks.mdx
69e90dfc-c7f4-484d-ac00-24e52afa5bb1,/platform/phone-numbers/guides/transferring-dids,,redirect,matched_changed,platform/pages/platform/phone-numbers/guides/transferring-dids/index.mdx
8837dd2e-90e9-4665-9a00-d2d598405e82,/platform/phone-numbers/overview,,gone,known_deleted,platform/pages/platform/phone-numbers/overview.mdx
b9ff9d38-6a88-4041-a836-0c29772995d8,/sdks/realtime-sdk/guides/messaging/forwarding-texts-to-email,,redirect,slug_changed,realtime-sdk/pages/v3/guides/messaging/forwarding-texts-to-email-nodejs.mdx
b11cb040-7a54-46ed-873d-e8374dd9ee5a,/sdks/realtime-sdk/guides/messaging/send-sms-from-the-browser,,redirect,slug_changed,realtime-sdk/pages/v3/guides/messaging/send-sms-from-the-browser-using-node-js.mdx
21d04025-bcf4-49e7-af28-57c144530f75,/sdks/realtime-sdk/guides/voice/setting-up-voicemail,/server-sdk/node/guides/voicemail-responder,redirect,matched_changed,realtime-sdk/pages/latest/guides/voice/setting-up-voicemail.mdx
52362d34-edfc-457f-a88e-8550fbc7fa82,/sdks/realtime-sdk/guides/voice/stop-robocalls,/server-sdk/node/guides/filter-robocalls,redirect,slug_changed,realtime-sdk/pages/latest/guides/voice/stop-robocalls-with-signalwires-communication-api.mdx
6bfaa051-dc10-4891-baaa-4c87af299069,/sdks/realtime-sdk/guides/voice/weather-phone,/server-sdk/node/guides/weather-phone-ivr,redirect,slug_changed,realtime-sdk/pages/latest/guides/voice/weather-phone-with-signalwire-realtime-api.mdx
4afffe2e-03ea-4be0-8f63-1c0ce4ada850,/sdks/realtime-sdk/pubsub/client,/server-sdk/node/reference/pubsub/client,redirect,slug_changed,realtime-sdk/pages/latest/tech-ref/pubsub/pubsub-client.mdx
c0e88962-6e8d-4608-a09e-311ae2bc6f8f,/sdks/realtime-sdk/v2/guides,/server-sdk/v2/guides,redirect,matched_changed,realtime-sdk/pages/v2/guides/index.mdx
e39988a0-9bb4-472b-804f-a43959fa94ed,/sdks/realtime-sdk/v2/guides/voice/stop-robocalls,/server-sdk/v2/guides/stop-robocalls,redirect,slug_changed,realtime-sdk/pages/v2/guides/voice/stop-robocalls-with-signalwires-communication-api.mdx
1207f582-ef0d-4c71-8ae3-752f2fc540af,/sdks/realtime-sdk/v3/guides,/server-sdk/v3/node/guides,redirect,matched_changed,realtime-sdk/pages/v3/guides/index.mdx
8c092675-74d7-41cb-8a8f-439ac3500625,/sdks/realtime-sdk/v3/guides/messaging/first-steps-with-messaging,/server-sdk/v3/node/guides/first-steps-with-messaging,redirect,matched_changed,realtime-sdk/pages/v3/guides/messaging/first-steps-with-messaging.mdx
b9ff9d38-6a88-4041-a836-0c29772995d8,/sdks/realtime-sdk/v3/guides/messaging/forwarding-texts-to-email,/server-sdk/v3/node/guides/forwarding-texts-to-email-nodejs,redirect,slug_changed,realtime-sdk/pages/v3/guides/messaging/forwarding-texts-to-email-nodejs.mdx
b11cb040-7a54-46ed-873d-e8374dd9ee5a,/sdks/realtime-sdk/v3/guides/messaging/send-sms-from-the-browser,/server-sdk/v3/node/guides/send-sms-from-the-browser-using-node-js,redirect,slug_changed,realtime-sdk/pages/v3/guides/messaging/send-sms-from-the-browser-using-node-js.mdx
198fbd9a-88c0-4839-9983-48cf2fbe66d8,/sdks/realtime-sdk/v3/guides/voice/first-steps-with-voice,/server-sdk/v3/node/guides/get-started-with-voice,redirect,matched_changed,realtime-sdk/pages/v3/guides/voice/first-steps-with-voice.mdx
15f7f61e-50c9-47bc-983a-ff9c64f6eca8,/sdks/realtime-sdk/v3/guides/voice/setting-up-voicemail,/server-sdk/v3/node/guides/setting-up-voicemail,redirect,matched_changed,realtime-sdk/pages/v3/guides/voice/setting-up-voicemail.mdx
0f3dee1a-ff76-408f-a0e9-fd51dedb1ecb,/sdks/realtime-sdk/v3/guides/voice/weather-phone,/server-sdk/v3/node/guides/weather-phone-with-signalwire-realtime-api,redirect,slug_changed,realtime-sdk/pages/v3/guides/voice/weather-phone-with-signalwire-realtime-api.mdx
733c74cf-cea3-4853-b9c9-8e16c58b9e39,/sms/carrier-fees,,redirect,matched_changed,platform/pages/messaging/sms/carrier-passthrough-fees/index.mdx
2639ef39-4ed1-4c9e-91a0-4adf84f2d641,/swml/methods/ai/hints,/swml/reference/ai,redirect,matched_changed,swml/pages/reference/methods/ai/ai_hints.mdx
2f704bee-56b8-412f-9d67-1bf4e4c29837,/swml/methods/ai/params/hold-music,/swml/reference/ai/params,gone,known_deleted,
2f704bee-56b8-412f-9d67-1bf4e4c29838,/swml/methods/ai/params/interrupt-prompt,/swml/reference/ai/params,gone,known_deleted,
ad31b38b-6792-4edc-bf32-8cbefb70e88d,/swml/methods/ai/post_prompt,/swml/reference/ai,redirect,matched_changed,swml/pages/reference/methods/ai/ai_post_prompt.mdx
af3345b1-d5e9-4165-9ec4-d183ffe1087d,/swml/methods/ai/post_prompt,/swml/reference/ai,redirect,matched_changed,swml/pages/reference/methods/bedrock/post_prompt.mdx
7fe3bfdd-8e1c-4ca3-8220-88be09339480,/swml/methods/ai/post_prompt_url,/swml/reference/ai,redirect,matched_changed,swml/pages/reference/methods/ai/ai_post_prompt_url.mdx
b217521a-4800-4cf0-91d4-77b7343b079a,/swml/methods/ai/post_prompt_url,/swml/reference/ai,redirect,matched_changed,swml/pages/reference/methods/bedrock/post_prompt_url.mdx
881f166c-7508-4d3e-a07f-39367227d698,/swml/methods/ai/prompt/contexts,/swml/reference/ai/prompt,redirect,matched_changed,swml/pages/reference/methods/ai/prompt/contexts/index.mdx
24d47988-c2d4-48b7-9575-1638ba27657f,/swml/methods/ai/prompt/contexts/steps,/swml/reference/ai/prompt,redirect,matched_changed,swml/pages/reference/methods/ai/prompt/contexts/steps/index.mdx
a5741141-1b05-41be-802f-04aea9b57cd1,/swml/methods/ai/prompt/pom,/swml/reference/ai/prompt,redirect,matched_changed,swml/pages/reference/methods/ai/prompt/pom/index.mdx
2b1cd75e-b713-4bab-a87c-dd69e3cb6590,/swml/methods/ai/pronounce,/swml/reference/ai,redirect,matched_changed,swml/pages/reference/methods/ai/ai_pronounce.mdx
76b9f8b0-1697-4bd4-bf0c-a7405c64c298,/swml/methods/ai/swaig/defaults,/swml/reference/ai/swaig,redirect,matched_changed,swml/pages/reference/methods/ai/ai_swaig/defaults/index.mdx
18ba4805-ba99-4e38-afe6-121f63ad92d3,/swml/methods/ai/swaig/functions/data_map/expressions,/swml/reference/ai/swaig/functions/data-map,redirect,matched_changed,swml/pages/reference/methods/ai/ai_swaig/functions/ai_swaig.data_map/data_map.expressions.mdx
bc02fa51-38b6-4afb-9a01-07a7897e456e,/swml/methods/ai/swaig/functions/data_map/output,/swml/reference/ai/swaig/functions/data-map,redirect,matched_changed,swml/pages/reference/methods/ai/ai_swaig/functions/ai_swaig.data_map/data_map.output.mdx
7cba7c98-cfe1-49da-8bc5-4f06a58da97a,/swml/methods/ai/swaig/functions/data_map/webhooks,/swml/reference/ai/swaig/functions/data-map,redirect,matched_changed,swml/pages/reference/methods/ai/ai_swaig/functions/ai_swaig.data_map/data_map.webhooks/index.mdx
72f0d137-171e-4eaf-bbd1-b45d0c715b8a,/swml/methods/ai/swaig/functions/data_map/webhooks/foreach,/swml/reference/ai/swaig/functions/data-map,redirect,matched_changed,swml/pages/reference/methods/ai/ai_swaig/functions/ai_swaig.data_map/data_map.webhooks/foreach.mdx
b93d968d-6111-4d56-8829-0053fc0f5f75,/swml/methods/ai/swaig/functions/fillers,/swml/reference/ai/swaig/functions,redirect,matched_changed,swml/pages/reference/methods/ai/ai_swaig/functions/fillers.mdx
7300f450-638f-4ff3-ae8f-c2eee0be4fb8,/swml/methods/ai/swaig/functions/web_hook_url,/swml/reference/ai/swaig/functions,redirect,matched_changed,swml/pages/reference/methods/ai/ai_swaig/functions/functions.web_hook_url.mdx
c277b5d4-54ae-41bc-a42b-f96f8f112fe6,/swml/methods/ai/swaig/internal_fillers,/swml/reference/ai/swaig,redirect,matched_changed,swml/pages/reference/methods/ai/ai_swaig/internal_fillers/index.mdx
dc800557-ed0e-4c1e-a4c6-7fd37360a26e,/swml/methods/ai/swaig/native_functions,/swml/reference/ai/swaig,redirect,matched_changed,swml/pages/reference/methods/ai/ai_swaig/native_functions/index.mdx
f4db583d-aef7-49ee-b62d-39f2f4776e11,/swml/methods/amazon-bedrock/swaig/defaults/web-hook-url,/swml/reference/amazon-bedrock/swaig,gone,known_deleted,
ea41c7d0-3762-4208-9098-1729f1d858d3,/swml/methods/amazon_bedrock/prompt/pom,/swml/reference/amazon-bedrock/prompt,redirect,matched_changed,swml/pages/reference/methods/bedrock/prompt/pom/index.mdx
d7f2257b-39c0-4d56-a8c4-71de03d92e52,/swml/methods/amazon_bedrock/swaig/defaults,/swml/reference/amazon-bedrock/swaig,redirect,matched_changed,swml/pages/reference/methods/bedrock/swaig/defaults/index.mdx
71543ace-c1db-470b-b859-4fb257613c44,/swml/methods/amazon_bedrock/swaig/functions/data_map/expressions,/swml/reference/amazon-bedrock/swaig/functions/data-map,redirect,matched_changed,swml/pages/reference/methods/bedrock/swaig/functions/ai_swaig.data_map/data_map.expressions.mdx
8c148415-b74b-4571-8f8e-70bc4ecaaaad,/swml/methods/amazon_bedrock/swaig/functions/data_map/output,/swml/reference/amazon-bedrock/swaig/functions/data-map,redirect,matched_changed,swml/pages/reference/methods/bedrock/swaig/functions/ai_swaig.data_map/data_map.output.mdx
