doc_id,file_path,old_slug,new_slug,status
6e50dda5-2d99-4a98-8f3c-660cab5ce4dc,fern/products/compatibility-api/pages/sdks/methods/available-phone-numbers/local.mdx,sdks/methods/available-phone-numbers/search-local,/sdks/reference/available-phone-numbers/search-local,replaced
842d87ae-e1d3-46ea-91a2-a61eb6296840,fern/products/compatibility-api/pages/sdks/methods/fax-media/list-all-media.mdx,sdks/methods/fax-media/list-all,/sdks/reference/fax-media/list-all,replaced
5e15dfbb-797a-4445-bad3-1c92d21491ca,fern/products/compatibility-api/pages/cxml/core/cxml-spec.mdx,cxml,/cxml,replaced
f11f096f-c4b8-450c-8345-55996f8d0930,fern/products/compatibility-api/pages/cxml/fax/overview.mdx,cxml/fax,/cxml/fax,replaced
7e1edf2f-d8ba-4240-8625-3280a3daf2f1,fern/products/compatibility-api/pages/cxml/fax/receive.mdx,cxml/fax/receive,/cxml/fax/receive,replaced
a2d167dc-fcb1-439f-8e8c-87daff1aee30,fern/products/compatibility-api/pages/cxml/messaging/message.mdx,cxml/messaging/message,/cxml/messaging/message,replaced
3f608fe4-e770-4cbd-9fe8-394f9118dc92,fern/products/compatibility-api/pages/cxml/voice/overview.mdx,cxml/voice,/cxml/voice,replaced
e5546e8d-e24b-42d6-a6e2-ee343874f46f,fern/products/compatibility-api/pages/cxml/voice/conference-noun.mdx,cxml/voice/conference,/cxml/voice/conference,replaced
20e36762-e5ce-4d5f-9770-125c938bd9fc,fern/products/compatibility-api/pages/cxml/voice/dial.mdx,cxml/voice/dial,/cxml/voice/dial,replaced
2b207c02-9509-4bb7-9a2d-5f8480f655ad,fern/products/compatibility-api/pages/cxml/voice/echo.mdx,cxml/voice/echo,/cxml/voice/echo,replaced
810d5ec2-d0ca-48d5-add8-8a31f693e257,fern/products/compatibility-api/pages/cxml/voice/enqueue.mdx,cxml/voice/enqueue,/cxml/voice/enqueue,replaced
1df22acd-1cac-49aa-ad7c-4f95e288e375,fern/products/compatibility-api/pages/cxml/voice/number-noun.mdx,cxml/voice/number,/cxml/voice/number,replaced
0fcb77ad-932f-4947-aced-464f54b8c14c,fern/products/compatibility-api/pages/cxml/voice/pay/index.mdx,cxml/voice/pay,/cxml/voice/pay,replaced
d4233f2c-adfc-4eed-bbc2-62bd6619e91e,fern/products/compatibility-api/pages/cxml/voice/record.mdx,cxml/voice/record,/cxml/voice/record,replaced
f637b308-3941-49e5-b77a-87454d87d707,fern/products/compatibility-api/pages/cxml/voice/sip-noun.mdx,cxml/voice/sip,/cxml/voice/sip,replaced
d0694589-b087-418f-bf6d-021bcaa7422e,fern/products/compatibility-api/pages/cxml/voice/sms.mdx,cxml/voice/sms,/cxml/voice/sms,replaced
fb99eb00-15dc-4394-9774-0b09473666f4,fern/products/compatibility-api/pages/cxml/guides/securing-callback-for-inbound-fax.mdx,/cxml/guides/securing-callback-for-inbound-fax,/guides/securing-callback-for-inbound-fax,replaced
59a0436c-0b74-4380-bb89-8d976cd6f312,fern/products/compatibility-api/pages/cxml/core/overview.mdx,/,/,already_correct
9b5e2dd1-c53b-44fc-b210-ce32e99e5039,fern/products/platform/pages/ai/overview.mdx,/ai,/ai,already_correct
30ba32c2-dd75-4e9d-a36f-b9e845c208d6,fern/products/platform/pages/ai/get-started/overview.mdx,/ai/get-started,/ai/get-started,already_correct
ec1d338d-9a57-4256-bb95-fd50df79a14a,fern/products/platform/pages/ai/get-started/capabilities/index.mdx,/ai/get-started/platform-capabilities,/ai/platform-capabilities,replaced
3244a74f-bdd3-4454-8c02-7ae18c802b7e,fern/products/platform/pages/ai/guides/prompt-engineering/overview.mdx,/ai/get-started/prompt-engineering,/ai/prompt-engineering,replaced
b4ad806b-9a94-4382-9fd4-acc91710a588,fern/products/platform/pages/ai/guides/prompt-engineering/best-practices.mdx,/ai/get-started/prompt-engineering/best-practices,/ai/prompt-engineering-best-practices,replaced
f4a4617d-a241-4fbe-97e2-bfb164916cc2,fern/products/platform/pages/ai/guides/prompt-engineering/prompt-areas.mdx,/ai/get-started/prompt-engineering/where-to-apply,/ai/where-to-apply,replaced
e6af1926-c844-48ea-a33c-692d47245973,fern/products/platform/pages/ai/guides/best-practices-for-ai/index.mdx,/ai/guides/best-practices,/ai/best-practices,replaced
afc550a1-5887-4afb-b948-235a791f8840,fern/products/platform/pages/ai/guides/Integrations/livekit/inbound.mdx,/ai/guides/integrations/livekit/inbound,/ai/livekit/inbound,replaced
55017455-9739-466f-9469-bda459dcf3f1,fern/products/platform/pages/ai/guides/Integrations/livekit/outbound.mdx,/ai/guides/integrations/livekit/outbound,/ai/livekit/outbound,replaced
2239d00c-a4c6-4e94-acf4-93ba0f5bd26b,,,/ai/vapi/inbound,not_found
85a7837b-5b92-4673-afe5-192995b0fbfb,fern/products/platform/pages/ai/guides/Integrations/vapi/inbound-calls.mdx,/ai/guides/integrations/vapi/inbound-calls,/ai/vapi/inbound,replaced
ee4080eb-4dce-457f-a2cc-b21537700230,fern/products/platform/pages/ai/guides/Integrations/vapi/outbound-calls.mdx,/ai/guides/integrations/vapi/outbound-calls,/ai/vapi/outbound,replaced
0c462af0-2a49-4025-9c55-af77c7de2391,fern/products/platform/pages/messaging/chat/overview.mdx,/chat,/chat,already_correct
4216190f-30d6-4a44-a0fe-9ab9c8c95f56,,,/chat/faq,not_found
5f005d50-66ba-4721-8207-ab4dcd6465d9,,,/chat/first-steps,not_found
a53d6472-9997-4bb4-9459-d3ce369c6158,,,/chat/simple-demo,not_found
eb0d1d08-528e-4156-8b74-e1f87563c232,,,/chat/build-a-react-application,not_found
fa4f51c1-ff81-4e48-81fc-46208d643e8a,,,/chat/using-chat-to-send-sms-and-make-calls,not_found
bee197e9-d7e9-4cc4-a747-095bb0f35eb9,fern/products/platform/pages/calling/fax/overview.mdx,/fax,/fax,already_correct
ca36587f-5d99-47de-9f43-ba779e5146eb,fern/products/platform/pages/calling/fax/common-fax-errors.mdx,/fax/common-fax-errors,/fax/common-errors,replaced
570e317a-f52e-439d-b7f9-18aeb30bee38,,,/fax/fax-to-email,not_found
3d165b0e-bdb9-4ae9-a286-11211ac01c76,,,/fax/retries,not_found
addb924e-ad22-411b-aa6c-8bbe785f5082,,,/fax/filter-faxes,not_found
8755e70b-e648-4411-b36a-a3a60b54b0c0,,,/fax/list-faxes-to-csv,not_found
2bae67aa-d676-40d8-bd90-dbc0cc3f740e,fern/products/platform/pages/messaging/sms/overview.mdx,/messaging,/messaging,already_correct
2c80f619-e6bb-4a70-acae-0fde7c54707e,,,/messaging/faq,not_found
b0978f81-f400-4a46-b78e-3e3d9c7f8db0,fern/products/platform/pages/messaging/sms/the-campaign-registry/overview.mdx,/messaging/get-started/campaign-registry,/messaging/campaign-registry,replaced
bff3bcfd-2d41-452e-80c2-b43c15d906a9,fern/products/platform/pages/messaging/sms/the-campaign-registry/csps/index.mdx,/messaging/getting-started/campaign-registry/campaign-service-providers,/messaging/campaign-service-providers,replaced
21f08232-ba16-4262-831a-0efbd764085e,,,/messaging/campaign-registry-faq,not_found
281eca6a-a89c-4c93-9ea2-828da9ebf083,,,/messaging/pricing,not_found
20362c66-f98e-4fd9-b470-753dd6a9fffe,fern/products/platform/pages/messaging/sms/the-campaign-registry/registration/index.mdx,/messaging/getting-started/campaign-registry/registration,/messaging/registration,replaced
020b65ac-6183-4e30-b510-08511d8df2b4,,,/messaging/how-to-troubleshoot,not_found
46fdf5e4-3ed0-4ea0-9566-1940ad032275,,,/messaging/platform-free-trial,not_found
9c887c60-6eba-4c74-b447-fc37ad4c4566,fern/products/platform/pages/messaging/sms/sms-best-practices.mdx,/messaging/getting-started/sms-best-practices-how-to-ensure-message-delivery,/messaging/sms-best-practices,replaced
a91a72a6-2341-4c0c-a4a1-3fcde4ac80d0,,,/messaging/url-shortener,not_found
b391b9b8-d732-4a1e-aaf5-61a8fd6a6076,,,/messaging/how-to-find-unregistered,not_found
f2ba0495-e765-4c87-98f1-1d91b6c4e6ef,fern/products/platform/pages/messaging/sms/messaging-character-limits.mdx,/messaging/sms/messaging-character-limits,/messaging/character-limits,replaced
2411beed-7b74-41e8-907b-bec25e01f58e,fern/products/platform/pages/messaging/sms/messaging-mime-types.mdx,/messaging/sms/messaging-mime-types,/messaging/messaging-mime-types,replaced
674a5864-c834-4aaf-a40e-237f28f94452,,,/messaging/toll-free-number,not_found
5dceb666-49d9-4d17-9f6b-375889b99342,fern/products/platform/pages/messaging/sms/hosted-messaging.mdx,/messaging/guides/hosted-messaging,/messaging/hosted-messaging,replaced
eaedb9e9-a63c-4d8d-8ebf-5e09a3bd3b42,fern/products/platform/pages/platform/core/rate-limits.mdx,/platform/basics/general/signalwire-rate-limits,/basics/rate-limits,replaced
c32cad2c-6792-4591-a890-06831f87bdd6,fern/products/platform/pages/calling/voice/basics/stir-shaken.mdx,/platform/basics/general/stir-shaken-all-you-need-to-know,/basics/stir-shaken,replaced
8323609f-70d5-4210-99d6-5c36591c5435,fern/products/platform/pages/calling/voice/basics/stun-vs-turn-vs-ice.mdx,/platform/basics/general/stun-vs-turn-vs-ice,/basics/stun-vs-turn-vs-ice,replaced
e210260e-1ddd-4bc9-b41f-be40feba3495,fern/products/platform/pages/calling/voice/SIP/overview.mdx,/voice/sip,/basics/what-is-sip,replaced
c6da0b8a-b482-47f1-bc5d-e3b0270ee292,fern/products/platform/pages/calling/voice/basics/what-is-webrtc.mdx,/platform/basics/general/what-is-webrtc,/basics/what-is-webrtc,replaced
f76e1005-1887-46e6-ba07-d33aaa3bf998,,,/basics/getting-started-without-code,not_found
9140ebf8-5731-4a03-965f-89b5d9d8eed3,,,/basics/postman,not_found
a35a59e8-ef0e-4825-b1b9-6a7f0e13b203,,,/basics/common-webhook-errors,not_found
5da1e93c-7fa0-4996-aee2-f90e0386e80c,,,/basics/creating-a-publically-exposed-webhook,not_found
a1c382ef-352d-4b14-9d38-bce2e43bc92b,,,/basics/how-to-test-with-ngrok,not_found
9bada449-b002-4267-99a3-e7a4a944982a,,,/basics/webrtc-with-sip-over-websockets,not_found
012e3be6-4b5b-4d54-85ea-5621cfc89f8d,,,/basics/fraud,not_found
27e209b9-963d-4b85-9ff0-caefce40a7f3,,,/basics/hipaapci-compliance,not_found
ebb3ddad-8e67-4d1a-a947-816da507ce1e,fern/products/platform/pages/platform/core/webhooks/webhook-security.mdx,/basics/security/webhook-security,/basics/webhook-security,replaced
7844e388-76e9-41d9-b127-0dbccd121b67,,,/call-fabric/ai-agents,not_found
9404c083-360c-4b32-b670-d709bfe2af97,,,/call-fabric/cxml-scripts,not_found
a6d53a6b-f310-4d4b-baa5-52004d614b0b,,,/call-fabric/dialogflow-agents,not_found
96d35be3-8fc1-49bd-9684-088fc93e4331,,,/call-fabric/freeswitch-connectors,not_found
147c3d56-2191-43ac-a39a-47a2f36b2abc,,,/call-fabric/relay-applications,not_found
5ff87c4e-21cd-4a31-8053-063ef39e3964,,,/call-fabric/sip-gateways,not_found
59b53960-4461-42e2-83a5-5706fbd84767,,,/call-fabric/resources-subscribers,not_found
3f4bb5d0-047a-445b-9fb4-60beb5a11607,,,/,not_found
2b4c41f3-6ad8-4887-a8dc-19650508c03d,,,/call-fabric/video-rooms,not_found
b0e8b4e1-9172-49c4-8455-b3f22114b173,fern/products/platform/pages/platform/call-fabric/subscribers.mdx,/platform/call-fabric/subscribers,/call-fabric/call-fabric-subscribers,replaced
c765f54f-45a0-4331-900d-c61b8ce26feb,fern/products/platform/pages/platform/phone-numbers/overview.mdx,/phone-numbers,/dashboard/phone-numbers,replaced
78ad0f35-9c28-4b8a-a392-d88dd84e080e,fern/products/platform/pages/setup/create-an-account.mdx,/get-started/create-an-account,/dashboard/signing-up-for-a-space,replaced
676abe6a-7916-40b2-a279-3de0e9f73578,fern/products/platform/pages/setup/api-credentials.mdx,/get-started/api-credentials,/dashboard/your-signalwire-api-space,replaced
2c907462-8cc9-4e79-80a2-3266e0b88d1d,fern/products/platform/pages/platform/core/how-to-enable-international-outbound-dialing-sms.mdx,/platform/dashboard/guides/how-to-enable-international-outbound-dialing-sms,/dashboard/how-to-enable-international-services,replaced
105be8c0-37f5-45de-a1e1-94af8641d631,,,/dashboard/space-limits,not_found
c5092a83-9867-4d1d-beb0-78b383e9502e,fern/products/platform/pages/platform/core/media-protection.mdx,/platform/dashboard/guides/media-protection,/dashboard/media-protection,replaced
5db4d911-149e-42aa-9374-b92c08ad6ae4,fern/products/platform/pages/platform/core/segment-ids.mdx,/platform/basics/segment-ids,/dashboard/what-is-a-sid,replaced
0550c031-8350-4bdd-8505-8800b3e5bcd4,fern/products/platform/pages/platform/integrations/FreeSWITCH/add-ai-to-freeswitch/index.mdx,/platform/integrations/freeswitch/add-ai-to-freeswitch,/integrations/add-ai-to-freeswitch,replaced
be5fd256-ba33-48cf-885c-cda0038ae4be,fern/products/platform/pages/platform/integrations/FreeSWITCH/how-to-mod_signalwire-in-freeswitch-clean-and-reconfigure.mdx,/platform/integrations/freeswitch/how-to-mod_signalwire-in-freeswitch-clean-and-reconfigure,/freeswitch/mod-signalwire,replaced
ff31b958-b555-45c7-aaff-b63f69d4c42f,fern/products/platform/pages/platform/integrations/FreeSWITCH/installing-freeswitch-or-freeswitch-advantage/index.mdx,/platform/integrations/freeswitch/installing-freeswitch-or-freeswitch-advantage,/freeswitch/installing-freeswitch,replaced
fc276759-2e49-417e-a0b6-38e679f826fa,fern/products/platform/pages/platform/integrations/FreeSWITCH/sending-an-sms-from-freeswitch-xml-dialplan-through-signalwire-cloud.mdx,/platform/integrations/freeswitch/sending-an-sms-from-freeswitch-xml-dialplan-through-signalwire-cloud,/freeswitch/sending-an-sms,replaced
efee60e7-7cec-4062-925c-a7b9d46d286d,fern/products/platform/pages/platform/integrations/PBX-Systems/connect-fusionpbx-with-signalwire/index.mdx,/platform/integrations/pbx-systems/connect-fusionpbx-with-signalwire,/fusionpbx,replaced
0aaf10e0-7c15-47ab-8298-dc774c65d19f,,,/freepbx,not_found
8606fe81-a727-4d97-9006-0fc28219eb7e,fern/products/platform/pages/platform/integrations/PBX-Systems/set-up-freepbx-with-signalwire/index.mdx,/platform/integrations/pbx-systems/set-up-freepbx-with-signalwire,/freepbx,replaced
5f355572-1731-43c9-930b-d8070dd6296f,,,/phone-numbers,not_found
5286e8ea-58ec-472a-8645-ade919b8449b,fern/products/platform/pages/platform/phone-numbers/e911.mdx,/platform/phone-numbers/getting-started/e911,/phone-numbers/e911,replaced
fb736fad-270a-47d5-a44f-8d81f515d364,fern/products/platform/pages/setup/porting-into-signalwire.mdx,/get-started/porting-into-signalwire,/porting-into-signalwire,replaced
1a5bd180-a944-469a-bb1a-8376384c9b0b,fern/products/platform/pages/platform/phone-numbers/what-is-e164.mdx,/platform/phone-numbers/what-is-e164,/phone-numbers/e164,replaced
7ddc31e0-f27e-435b-b311-874b591dea27,fern/products/platform/pages/platform/core/webhooks/webhooks.mdx,/platform/phone-numbers/guides/how-to-configure-your-webhook,/webhooks,replaced
89525a11-e4c3-4b4f-a7af-234eaf620613,fern/products/platform/pages/tools/overview.mdx,/tools,/tools,already_correct
22c575e7-c92b-422d-9b02-61d008aaf05a,fern/products/platform/pages/tools/click-to-call/overview.mdx,/tools/c2c,/tools/c2c,already_correct
252c16d5-125f-48da-a457-76b7590a7c45,fern/products/platform/pages/tools/click-to-call/technical-reference.mdx,/tools/c2c/technical-reference,/tools/reference,replaced
6dab02c5-d2ed-4f97-a256-2f5ba078a91b,fern/products/platform/pages/tools/swsh/index.mdx,/tools/swsh/,/tools/swsh,replaced
be660e26-71af-4a30-a221-4319284b921d,fern/products/platform/pages/tools/wirestarter/index.mdx,/tools/wirestarter/,/tools/wirestarter,replaced
bfc143c1-0b7b-42e4-bbd8-5b409249c0cb,fern/products/platform/pages/calling/video/overview.mdx,/video,/video,already_correct
5fd8e143-3958-4167-8ed5-08598bf22f52,,,/video,not_found
d121756b-a029-4da6-8c51-7ba6baadedc7,,,/video,not_found
92832463-b3f4-405a-8cdf-cc28f6918047,,,/video,not_found
af251f3f-577c-494a-9ff8-4a7b1843d8d2,,,/video,not_found
a9409f91-22a8-4f32-aedd-f8090a3e11be,,,/video,not_found
079ef0d0-3cad-4d2c-9934-d258e0ebb569,,,/video,not_found
16153626-30c6-451e-85db-cba05cc9caaa,,,/js/guides/build-a-video-app,not_found
0b3a225d-2ee5-4a70-915e-405af0037348,,,/video,not_found
416ae0e5-4351-4a00-ad17-5131c9a96bf9,,,/video,not_found
7a565b03-5bb4-4123-90c3-218959e956f6,,,/video,not_found
428f5b20-9fae-4926-85c7-4656e379b2ad,,,/js/guides/clubhouse-like-application,not_found
1c1682af-434d-44f7-955e-fa884fd2fdee,,,/js/guides/zoom-like-application,not_found
4d1ef16f-6bf8-42fb-b6aa-0fcd5790f29b,,,/video,not_found
7f40d4f9-4d53-48b6-b4e8-0322386a04c7,fern/products/platform/pages/calling/voice/overview.mdx,/voice,/voice,already_correct
7eaac12b-74cf-4d2d-a463-6e6682d0f5d2,,,/voice,not_found
b6f8d507-db11-4c41-8b9f-52befa6c58d2,,,/guides/forward-calls,not_found
0ea04e7e-0d46-4471-901d-ee7446e2ca7c,,,/guides/voicemail,not_found
3e925c32-5ed3-4d89-b46d-3f552ea739eb,,,/guides/make-and-receive-phone-calls,not_found
2df76c38-21de-47bf-a613-edd0fd7bc119,,,/guides/record-calls,not_found
de6d8042-ace0-466a-8d5b-01ee4fd67789,fern/products/platform/pages/platform/core/allowing-signalwire-ips-through-your-firewall.mdx,/voice/getting-started/sip/allowing-signalwire-ips-through-your-firewall,/allow-signalwire-ips-through-your-firewall,replaced
543083c4-4950-402f-a86c-2de5372f827b,fern/products/platform/pages/calling/voice/SIP/byoc/index.mdx,/voice/getting-started/sip/sip-byoc-bring-your-own-carrier,/voice/sip-bring-your-own-carrier,replaced
cc637856-c001-49e7-9763-766398f66d8c,fern/products/platform/pages/calling/voice/SIP/sip-domain-apps/index.mdx,/voice/getting-started/sip/sip-domain-applications,/voice/sip-domain-applications,replaced
470089f0-bdc3-443a-b304-a51aa13c95e3,,,/voice/sip-gateways,not_found
6feaface-f96a-44ae-9f5c-ccb9a62f7ae6,fern/products/platform/pages/calling/voice/SIP/sip-trunking/index.mdx,/voice/getting-started/sip/sip-trunking,/voice/sip-trunking,replaced
03c7b1e2-cd0f-4381-b72f-54d7c343372a,fern/products/platform/pages/calling/voice/TTS/overview.mdx,/voice/getting-started/voice-and-languages,/voice/voice-and-languages,replaced
aeb2614f-4712-4384-be24-5dfb29e8a873,,,/voice/sip,not_found
aefb9969-31b8-4ec6-8c36-fa6d223f938c,,,/voice,not_found
f7fbcf5a-022b-4b2e-ae2b-fdad62017204,fern/products/platform/pages/calling/voice/TTS/polly.mdx,/voice/tts/amazon-polly,/voice/amazon-polly,replaced
3d4a77e2-2277-4165-916c-21e9db487c31,fern/products/platform/pages/calling/voice/TTS/azure.mdx,/voice/tts/azure,/voice/azure,replaced
2b73a251-1dda-48f8-a437-08e076279e7f,fern/products/platform/pages/calling/voice/TTS/cartesia.mdx,/voice/tts/cartesia,/voice/cartesia,replaced
c2a4f703-3d37-4239-9c5c-a7a3498dd58d,fern/products/platform/pages/calling/voice/TTS/deepgram.mdx,/voice/tts/deepgram,/voice/deepgram,replaced
042baf57-35a8-47ce-93cb-8387cacff266,fern/products/platform/pages/calling/voice/TTS/elevenlabs.mdx,/voice/tts/elevenlabs,/voice/elevenlabs,replaced
