id,title,description,file_path,product,slug,new_slug
6ad770a0-f2d5-464d-9d7d-bf865aea19e7,Call Recording,,agents-sdk/pages/advanced/call-recording.mdx,agents-sdk,/advanced/call-recording,/guides/call-recording
e1814070-5304-4460-a298-69cd5b180414,Call Transfer,,agents-sdk/pages/advanced/call-transfer.mdx,agents-sdk,/advanced/call-transfer,/guides/call-transfer
3836748c-8a44-440e-83e9-544d8abd821d,Contexts Workflows,,agents-sdk/pages/advanced/contexts-workflows.mdx,agents-sdk,/advanced/contexts-workflows,/guides/contexts-workflows
7dff325f-6e85-4aa5-8381-06ef564bcc76,MCP Gateway,,agents-sdk/pages/advanced/mcp-gateway.mdx,agents-sdk,/advanced/mcp-gateway,/guides/mcp-gateway
cf51ad4d-15cc-4529-97bd-b3479cea7d15,Multi Agent,,agents-sdk/pages/advanced/multi-agent.mdx,agents-sdk,/advanced/multi-agent,/guides/multi-agent
203bb180-9242-44c4-a3be-18663a0a3c58,Search Knowledge,,agents-sdk/pages/advanced/search-knowledge.mdx,agents-sdk,/advanced/search-knowledge,/guides/search-knowledge
9d537c81-c725-4e69-8d64-feb6d227706c,State Management,,agents-sdk/pages/advanced/state-management.mdx,agents-sdk,/advanced/state-management,/guides/state-management
aaae7930-f829-4a3b-9be6-49f45f9069ec,Ai Parameters,,agents-sdk/pages/appendix/ai-parameters.mdx,agents-sdk,/appendix/ai-parameters-reference,/reference/ai-parameters-reference
fb6dd46f-b6bc-4493-84ca-ce536f77eeb4,Best Practices,,agents-sdk/pages/appendix/best-practices.mdx,agents-sdk,/appendix/best-practices,/reference/best-practices
4c6ed2f7-f4d9-455c-9612-15cfbe9716b8,Changelog,,agents-sdk/pages/appendix/changelog.mdx,agents-sdk,/appendix/changelog,/reference/changelog
87063ae0-9422-46a8-8684-f49b2cc81c39,Migration,,agents-sdk/pages/appendix/migration.mdx,agents-sdk,/appendix/migration,/reference/migration
9859e327-2ae5-45b7-b116-20cf3665a011,Patterns,,agents-sdk/pages/appendix/patterns.mdx,agents-sdk,/appendix/patterns,/reference/patterns
e80f471a-2293-468d-b4e6-45f1d4e89674,Troubleshooting,,agents-sdk/pages/appendix/troubleshooting.mdx,agents-sdk,/appendix/troubleshooting,/reference/troubleshooting
a7dee78a-4e34-4284-8428-d28d8a41d547,AgentBase,,agents-sdk/pages/building-agents/agent-base.mdx,agents-sdk,/building-agents/agent-base,/guides/agent-base
1b66ede0-c70b-47bb-8223-cf226dde29ff,AI Parameters,,agents-sdk/pages/building-agents/ai-parameters.mdx,agents-sdk,/building-agents/ai-parameters,/guides/ai-parameters
67526254-045e-48ed-8b07-3086ff97d47b,Call Flow Customization,,agents-sdk/pages/building-agents/call-flow.mdx,agents-sdk,/building-agents/call-flow,/guides/call-flow
149421db-4938-457c-8be7-5a0bffe6b730,Hints,,agents-sdk/pages/building-agents/hints.mdx,agents-sdk,/building-agents/hints,/guides/hints
69aa9bc5-a295-4528-bd57-012d05401d22,Prompts & POM,,agents-sdk/pages/building-agents/prompts-pom.mdx,agents-sdk,/building-agents/prompts-pom,/guides/prompts-pom
6527bb24-bf46-46ea-982d-c1194c8923d8,Static or Dynamic agents?,,agents-sdk/pages/building-agents/static-vs-dynamic.mdx,agents-sdk,/building-agents/static-vs-dynamic,/guides/static-vs-dynamic
ca0bbd75-cf3f-49c9-a0d2-b4c077dcdd57,Voices & Languages,,agents-sdk/pages/building-agents/voice-language.mdx,agents-sdk,/building-agents/voice-language,/guides/voice-language
96d66ef2-81a7-46e4-bf09-0154b214dd2f,Architecture,,agents-sdk/pages/core-concepts/architecture.mdx,agents-sdk,/core-concepts/architecture,/guides/architecture
abcbe047-e445-4a08-b329-b2ff4768d742,Lifecycle,,agents-sdk/pages/core-concepts/lifecycle.mdx,agents-sdk,/core-concepts/lifecycle,/guides/lifecycle
026bca95-e837-482d-adb0-1cb9d3afe571,Security,,agents-sdk/pages/core-concepts/security.mdx,agents-sdk,/core-concepts/security,/guides/security
2cdf93f6-1e00-4da3-9b78-93f922a48836,SWAIG,,agents-sdk/pages/core-concepts/swaig.mdx,agents-sdk,/core-concepts/swaig,/guides/swaig
48203978-cf37-4dfa-aae1-e276ef77c646,SWML,,agents-sdk/pages/core-concepts/swml.mdx,agents-sdk,/core-concepts/swml,/guides/swml
b009f455-6de2-41f3-aaf2-7a1b0b1478d0,Cgi Mode,,agents-sdk/pages/deployment/cgi-mode.mdx,agents-sdk,/deployment/cgi-mode,/guides/cgi-mode
e855515f-662e-4a0f-9e68-70ab6e07c4df,Docker Kubernetes,,agents-sdk/pages/deployment/docker-kubernetes.mdx,agents-sdk,/deployment/docker-kubernetes,/guides/docker-kubernetes
7c6d5ec9-7fcd-427f-b042-b77989fe60f8,Local Development,,agents-sdk/pages/deployment/local-development.mdx,agents-sdk,/deployment/local-development,/guides/local-development
872efc00-1e81-411b-865f-894593264987,Production,,agents-sdk/pages/deployment/production.mdx,agents-sdk,/deployment/production,/guides/production
4f110c07-0e55-4e83-a007-ddf446729d8d,Serverless,,agents-sdk/pages/deployment/serverless.mdx,agents-sdk,/deployment/serverless,/guides/serverless
98b1a21f-9b24-4376-91d2-c32816770da4,By Complexity,,agents-sdk/pages/examples/by-complexity.mdx,agents-sdk,/examples/by-complexity,/guides/by-complexity
4d47c5d8-168d-4763-a526-7d021943c320,By Feature,,agents-sdk/pages/examples/by-feature.mdx,agents-sdk,/examples/by-feature,/guides/by-feature
3fea2e6f-ac0d-4378-b6f6-3a82d20693e3,Dev Environment,,agents-sdk/pages/getting-started/dev-environment.mdx,agents-sdk,/dev-environment,/guides/dev-environment
be97d959-5a14-4d49-946d-e6a6d7b69199,Exposing Agents,,agents-sdk/pages/getting-started/exposing-agents.mdx,agents-sdk,/exposing-agents,/guides/exposing-agents
c8af4d44-e2d7-47b2-8857-6b036bb5dc86,Installation,,agents-sdk/pages/getting-started/installation.mdx,agents-sdk,/installation,/guides/installation
0135eac8-40d2-49b7-9a17-3bb33783b847,Agents SDK,,agents-sdk/pages/getting-started/introduction.mdx,agents-sdk,/,/
f0f46679-2f87-463b-8dbd-903e463864b2,Quickstart,,agents-sdk/pages/getting-started/quickstart.mdx,agents-sdk,/quickstart,/guides/quickstart
d614bf52-6da5-4217-9cae-5966464498db,Concierge,,agents-sdk/pages/prefabs/concierge.mdx,agents-sdk,/prefabs/concierge,/guides/concierge
a7ad62c8-af7c-44a9-8809-e520f9007e49,Faq Bot,,agents-sdk/pages/prefabs/faq-bot.mdx,agents-sdk,/prefabs/faq-bot,/guides/faq-bot
54c7afd0-5b9c-44ad-92e4-f9b62d110f27,Info Gatherer,,agents-sdk/pages/prefabs/info-gatherer.mdx,agents-sdk,/prefabs/info-gatherer,/guides/info-gatherer
59a7b21a-5b44-40bc-878e-906773a5dfc3,Receptionist,,agents-sdk/pages/prefabs/receptionist.mdx,agents-sdk,/prefabs/receptionist,/guides/receptionist
9beff876-7742-4903-9a5c-b548e2ae2d3e,Survey,,agents-sdk/pages/prefabs/survey.mdx,agents-sdk,/prefabs/survey,/guides/survey
fec5bfdc-64dd-4799-9002-bda1aaa190d3,Agent Base,,agents-sdk/pages/reference/agent-base.mdx,agents-sdk,/api/agent-base,/reference/agent-base
0b30b4f1-946e-419f-a034-115f162bd246,sw-agent-init CLI,,agents-sdk/pages/reference/cli-sw-agent-init.mdx,agents-sdk,/api/cli-sw-agent-init,/reference/cli-sw-agent-init
fe965e69-bac0-4bfe-8531-ed87e2f0487f,Cli Sw Search,,agents-sdk/pages/reference/cli-sw-search.mdx,agents-sdk,/api/cli-sw-search,/reference/cli-sw-search
e90ad5a3-a784-45b5-b2a0-62c5b6b2d56c,Cli Swaig Test,,agents-sdk/pages/reference/cli-swaig-test.mdx,agents-sdk,/api/cli/swaig-test,/reference/cli-swaig-test
94f90d26-2e5f-4ed4-abd0-34e1ab86f103,Configuration files,"Learn about the unified configuration system for SignalWire AI Agents SDK, including JSON configuration files and environment variable substitution.",agents-sdk/pages/reference/config-files.mdx,agents-sdk,/api/configuration,/reference/configuration
bcdfa439-b2f4-4012-9d50-3a66bec48e5c,Contexts,,agents-sdk/pages/reference/contexts.mdx,agents-sdk,/api/contexts,/reference/contexts
89b470e8-79ec-4695-8a02-510813ade919,Data Map,,agents-sdk/pages/reference/data-map.mdx,agents-sdk,/api/data-map,/reference/data-map
